"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 02:33:40 GMT 2024","Fri Aug 02 02:33:45 GMT 2024","4538","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Fri Aug 02 02:33:31 GMT 2024","Fri Aug 02 02:33:40 GMT 2024","8882","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"unknown","Fri Aug 02 02:35:42 GMT 2024","Fri Aug 02 02:35:45 GMT 2024","2737","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Fri Aug 02 02:32:15 GMT 2024","Fri Aug 02 02:32:18 GMT 2024","3270","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"skipped","Fri Aug 02 02:31:23 GMT 2024","Fri Aug 02 02:31:23 GMT 2024","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Fri Aug 02 02:31:54 GMT 2024","Fri Aug 02 02:31:59 GMT 2024","5241","UI","popup","","","","Check broken links returns an error 500",""
"passed","Fri Aug 02 02:32:38 GMT 2024","Fri Aug 02 02:32:42 GMT 2024","3802","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Fri Aug 02 02:32:08 GMT 2024","Fri Aug 02 02:32:11 GMT 2024","3492","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Fri Aug 02 02:31:23 GMT 2024","Fri Aug 02 02:31:28 GMT 2024","4090","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Fri Aug 02 02:32:18 GMT 2024","Fri Aug 02 02:32:22 GMT 2024","3902","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Fri Aug 02 02:32:03 GMT 2024","Fri Aug 02 02:32:08 GMT 2024","4301","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Fri Aug 02 02:35:30 GMT 2024","Fri Aug 02 02:35:34 GMT 2024","4294","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"unknown","Fri Aug 02 02:33:55 GMT 2024","Fri Aug 02 02:33:58 GMT 2024","2615","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Fri Aug 02 02:31:23 GMT 2024","Fri Aug 02 02:31:23 GMT 2024","263","APIs","petstore","","","","Delete a pet in petstore API",""
"passed","Fri Aug 02 02:31:23 GMT 2024","Fri Aug 02 02:31:23 GMT 2024","208","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Fri Aug 02 02:33:04 GMT 2024","Fri Aug 02 02:33:11 GMT 2024","7162","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"unknown","Fri Aug 02 02:33:50 GMT 2024","Fri Aug 02 02:33:50 GMT 2024","2","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Fri Aug 02 02:31:59 GMT 2024","Fri Aug 02 02:32:03 GMT 2024","4036","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Fri Aug 02 02:35:47 GMT 2024","Fri Aug 02 02:35:51 GMT 2024","3575","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"unknown","Fri Aug 02 02:34:05 GMT 2024","Fri Aug 02 02:34:08 GMT 2024","2718","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Fri Aug 02 02:35:34 GMT 2024","Fri Aug 02 02:35:37 GMT 2024","3541","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
