"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 28 02:57:55 GMT 2023","Wed Jun 28 02:58:01 GMT 2023","5786","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Wed Jun 28 02:54:51 GMT 2023","Wed Jun 28 02:54:56 GMT 2023","5134","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"unknown","Wed Jun 28 02:59:11 GMT 2023","Wed Jun 28 02:59:14 GMT 2023","3505","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"unknown","Wed Jun 28 02:57:38 GMT 2023","Wed Jun 28 02:57:41 GMT 2023","3425","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"unknown","Wed Jun 28 02:57:30 GMT 2023","Wed Jun 28 02:57:30 GMT 2023","7","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Wed Jun 28 02:55:01 GMT 2023","Wed Jun 28 02:55:05 GMT 2023","4595","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"skipped","Wed Jun 28 02:54:05 GMT 2023","Wed Jun 28 02:54:05 GMT 2023","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Wed Jun 28 02:56:02 GMT 2023","Wed Jun 28 02:56:10 GMT 2023","7946","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"unknown","Wed Jun 28 02:57:51 GMT 2023","Wed Jun 28 02:57:55 GMT 2023","3664","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Wed Jun 28 02:54:04 GMT 2023","Wed Jun 28 02:54:05 GMT 2023","426","API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"passed","Wed Jun 28 02:55:55 GMT 2023","Wed Jun 28 02:56:02 GMT 2023","7661","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"unknown","Wed Jun 28 02:59:07 GMT 2023","Wed Jun 28 02:59:11 GMT 2023","3430","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Wed Jun 28 02:59:19 GMT 2023","Wed Jun 28 02:59:23 GMT 2023","4640","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Wed Jun 28 02:56:10 GMT 2023","Wed Jun 28 02:56:17 GMT 2023","6823","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"passed","Wed Jun 28 02:56:36 GMT 2023","Wed Jun 28 02:56:45 GMT 2023","9153","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Wed Jun 28 02:58:56 GMT 2023","Wed Jun 28 02:59:00 GMT 2023","4331","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Wed Jun 28 02:54:56 GMT 2023","Wed Jun 28 02:55:01 GMT 2023","4560","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Wed Jun 28 02:55:41 GMT 2023","Wed Jun 28 02:55:46 GMT 2023","4614","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Wed Jun 28 02:56:45 GMT 2023","Wed Jun 28 02:56:53 GMT 2023","7529","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Wed Jun 28 02:54:04 GMT 2023","Wed Jun 28 02:54:04 GMT 2023","238","API_CALLS","Create a new pet in petstore API","","","","Create a new pet in petstore API",""
"passed","Wed Jun 28 02:54:05 GMT 2023","Wed Jun 28 02:54:08 GMT 2023","3503","ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Wed Jun 28 02:55:32 GMT 2023","Wed Jun 28 02:55:37 GMT 2023","4950","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Wed Jun 28 02:54:04 GMT 2023","Wed Jun 28 02:54:04 GMT 2023","218","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"passed","Wed Jun 28 02:54:04 GMT 2023","Wed Jun 28 02:54:04 GMT 2023","176","API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"passed","Wed Jun 28 02:55:09 GMT 2023","Wed Jun 28 02:55:14 GMT 2023","4150","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Wed Jun 28 02:59:23 GMT 2023","Wed Jun 28 02:59:28 GMT 2023","5107","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Wed Jun 28 02:56:27 GMT 2023","Wed Jun 28 02:56:31 GMT 2023","4053","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"passed","Wed Jun 28 02:54:36 GMT 2023","Wed Jun 28 02:54:41 GMT 2023","4207","ACCESS_LINKS","Check API response by clicking on links","","","","Check API response by clicking on links",""
"failed","Wed Jun 28 02:58:01 GMT 2023","Wed Jun 28 02:58:38 GMT 2023","37191","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"failed","Wed Jun 28 02:56:53 GMT 2023","Wed Jun 28 02:57:30 GMT 2023","37611","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"unknown","Wed Jun 28 02:59:00 GMT 2023","Wed Jun 28 02:59:04 GMT 2023","3571","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"unknown","Wed Jun 28 02:59:04 GMT 2023","Wed Jun 28 02:59:07 GMT 2023","3242","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"skipped","Wed Jun 28 02:54:05 GMT 2023","Wed Jun 28 02:54:05 GMT 2023","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Wed Jun 28 02:59:14 GMT 2023","Wed Jun 28 02:59:19 GMT 2023","4527","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Wed Jun 28 02:55:05 GMT 2023","Wed Jun 28 02:55:09 GMT 2023","4140","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Wed Jun 28 02:54:41 GMT 2023","Wed Jun 28 02:54:46 GMT 2023","5345","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"unknown","Wed Jun 28 02:57:30 GMT 2023","Wed Jun 28 02:57:30 GMT 2023","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Wed Jun 28 02:58:52 GMT 2023","Wed Jun 28 02:58:56 GMT 2023","4265","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Wed Jun 28 02:55:46 GMT 2023","Wed Jun 28 02:55:55 GMT 2023","8724","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Wed Jun 28 02:54:46 GMT 2023","Wed Jun 28 02:54:51 GMT 2023","4968","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Wed Jun 28 02:56:31 GMT 2023","Wed Jun 28 02:56:36 GMT 2023","4857","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
