"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 05 02:16:48 GMT 2024","Tue Mar 05 02:17:01 GMT 2024","12939","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"unknown","Tue Mar 05 02:19:44 GMT 2024","Tue Mar 05 02:19:46 GMT 2024","2212","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Tue Mar 05 02:19:34 GMT 2024","Tue Mar 05 02:19:38 GMT 2024","4211","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"unknown","Tue Mar 05 02:19:50 GMT 2024","Tue Mar 05 02:19:53 GMT 2024","2596","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Tue Mar 05 02:20:01 GMT 2024","Tue Mar 05 02:20:05 GMT 2024","3982","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Tue Mar 05 02:15:48 GMT 2024","Tue Mar 05 02:15:53 GMT 2024","5217","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"skipped","Tue Mar 05 02:15:17 GMT 2024","Tue Mar 05 02:15:17 GMT 2024","2","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Tue Mar 05 02:16:01 GMT 2024","Tue Mar 05 02:16:04 GMT 2024","3290","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Tue Mar 05 02:17:42 GMT 2024","Tue Mar 05 02:17:48 GMT 2024","5300","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Mar 05 02:16:39 GMT 2024","Tue Mar 05 02:16:48 GMT 2024","8463","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Tue Mar 05 02:17:30 GMT 2024","Tue Mar 05 02:17:34 GMT 2024","4258","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"failed","Tue Mar 05 02:18:47 GMT 2024","Tue Mar 05 02:19:22 GMT 2024","35734","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Tue Mar 05 02:17:34 GMT 2024","Tue Mar 05 02:17:42 GMT 2024","8099","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Tue Mar 05 02:15:17 GMT 2024","Tue Mar 05 02:15:17 GMT 2024","53","API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"unknown","Tue Mar 05 02:17:59 GMT 2024","Tue Mar 05 02:18:01 GMT 2024","1946","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Tue Mar 05 02:17:48 GMT 2024","Tue Mar 05 02:17:54 GMT 2024","6635","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"passed","Tue Mar 05 02:16:35 GMT 2024","Tue Mar 05 02:16:39 GMT 2024","4166","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"failed","Tue Mar 05 02:18:12 GMT 2024","Tue Mar 05 02:18:47 GMT 2024","34760","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Tue Mar 05 02:15:17 GMT 2024","Tue Mar 05 02:15:17 GMT 2024","59","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"passed","Tue Mar 05 02:17:27 GMT 2024","Tue Mar 05 02:17:30 GMT 2024","3128","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"passed","Tue Mar 05 02:17:01 GMT 2024","Tue Mar 05 02:17:09 GMT 2024","7982","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
