"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 02:29:21 GMT 2023","Fri Apr 21 02:29:25 GMT 2023","3431","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"unknown","Fri Apr 21 02:33:14 GMT 2023","Fri Apr 21 02:33:17 GMT 2023","2968","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"unknown","Fri Apr 21 02:31:59 GMT 2023","Fri Apr 21 02:32:02 GMT 2023","3379","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"unknown","Fri Apr 21 02:31:39 GMT 2023","Fri Apr 21 02:31:39 GMT 2023","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Fri Apr 21 02:29:12 GMT 2023","Fri Apr 21 02:29:17 GMT 2023","5101","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Fri Apr 21 02:33:21 GMT 2023","Fri Apr 21 02:33:26 GMT 2023","4872","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"unknown","Fri Apr 21 02:33:07 GMT 2023","Fri Apr 21 02:33:10 GMT 2023","2968","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Fri Apr 21 02:29:56 GMT 2023","Fri Apr 21 02:30:00 GMT 2023","4620","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Fri Apr 21 02:30:09 GMT 2023","Fri Apr 21 02:30:17 GMT 2023","8456","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Fri Apr 21 02:30:39 GMT 2023","Fri Apr 21 02:30:43 GMT 2023","3715","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"passed","Fri Apr 21 02:29:06 GMT 2023","Fri Apr 21 02:29:12 GMT 2023","5071","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
