"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 31 02:27:20 GMT 2024","Fri May 31 02:27:21 GMT 2024","219","APIs","petstore","","","","Rename a pet in petstore API",""
"unknown","Fri May 31 02:31:06 GMT 2024","Fri May 31 02:31:08 GMT 2024","2059","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"skipped","Fri May 31 02:27:21 GMT 2024","Fri May 31 02:27:21 GMT 2024","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Fri May 31 02:28:56 GMT 2024","Fri May 31 02:29:03 GMT 2024","7299","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Fri May 31 02:31:17 GMT 2024","Fri May 31 02:31:21 GMT 2024","3801","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Fri May 31 02:29:03 GMT 2024","Fri May 31 02:29:08 GMT 2024","4516","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"failed","Fri May 31 02:30:58 GMT 2024","Fri May 31 02:31:03 GMT 2024","5453","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"unknown","Fri May 31 02:29:44 GMT 2024","Fri May 31 02:29:44 GMT 2024","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Fri May 31 02:28:02 GMT 2024","Fri May 31 02:28:05 GMT 2024","3544","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Fri May 31 02:28:09 GMT 2024","Fri May 31 02:28:12 GMT 2024","3421","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Fri May 31 02:31:10 GMT 2024","Fri May 31 02:31:14 GMT 2024","3645","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Fri May 31 02:27:20 GMT 2024","Fri May 31 02:27:20 GMT 2024","193","APIs","petstore","","","","Create a new pet in petstore API",""
"skipped","Fri May 31 02:27:21 GMT 2024","Fri May 31 02:27:21 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Fri May 31 02:27:21 GMT 2024","Fri May 31 02:27:21 GMT 2024","120","APIs","petstore","","","","Delete a pet in petstore API",""
"unknown","Fri May 31 02:29:49 GMT 2024","Fri May 31 02:29:51 GMT 2024","2222","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Fri May 31 02:30:49 GMT 2024","Fri May 31 02:30:52 GMT 2024","3224","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"unknown","Fri May 31 02:31:03 GMT 2024","Fri May 31 02:31:06 GMT 2024","2390","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Fri May 31 02:30:00 GMT 2024","Fri May 31 02:30:04 GMT 2024","3428","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Fri May 31 02:28:30 GMT 2024","Fri May 31 02:28:33 GMT 2024","3109","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Fri May 31 02:27:21 GMT 2024","Fri May 31 02:27:24 GMT 2024","3499","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Fri May 31 02:27:58 GMT 2024","Fri May 31 02:28:02 GMT 2024","4127","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Fri May 31 02:27:50 GMT 2024","Fri May 31 02:27:54 GMT 2024","4300","UI","popup","","","","Check broken links returns an error 500",""
"failed","Fri May 31 02:30:52 GMT 2024","Fri May 31 02:30:58 GMT 2024","5460","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"unknown","Fri May 31 02:31:08 GMT 2024","Fri May 31 02:31:10 GMT 2024","2099","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Fri May 31 02:28:05 GMT 2024","Fri May 31 02:28:09 GMT 2024","3755","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Fri May 31 02:29:23 GMT 2024","Fri May 31 02:29:26 GMT 2024","3454","UI","popup","","","","Display button click when clicked on",""
"passed","Fri May 31 02:28:41 GMT 2024","Fri May 31 02:28:48 GMT 2024","7850","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Fri May 31 02:29:34 GMT 2024","Fri May 31 02:29:39 GMT 2024","4336","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"unknown","Fri May 31 02:29:44 GMT 2024","Fri May 31 02:29:44 GMT 2024","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Fri May 31 02:28:48 GMT 2024","Fri May 31 02:28:56 GMT 2024","7383","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Fri May 31 02:27:46 GMT 2024","Fri May 31 02:27:50 GMT 2024","3284","UI","popup","","","","Check API response by clicking on links",""
"passed","Fri May 31 02:29:20 GMT 2024","Fri May 31 02:29:23 GMT 2024","2978","UI","popup","","","","Display radio button text when selected",""
"passed","Fri May 31 02:27:54 GMT 2024","Fri May 31 02:27:58 GMT 2024","3692","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
