"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Tue Apr 16 02:20:35 GMT 2024","Tue Apr 16 02:20:38 GMT 2024","3143","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"unknown","Tue Apr 16 02:20:28 GMT 2024","Tue Apr 16 02:20:28 GMT 2024","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"failed","Tue Apr 16 02:20:54 GMT 2024","Tue Apr 16 02:21:30 GMT 2024","35341","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Tue Apr 16 02:18:52 GMT 2024","Tue Apr 16 02:18:55 GMT 2024","3444","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Tue Apr 16 02:22:07 GMT 2024","Tue Apr 16 02:22:11 GMT 2024","4148","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Tue Apr 16 02:17:59 GMT 2024","Tue Apr 16 02:17:59 GMT 2024","221","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Tue Apr 16 02:18:48 GMT 2024","Tue Apr 16 02:18:52 GMT 2024","3670","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Tue Apr 16 02:17:59 GMT 2024","Tue Apr 16 02:17:59 GMT 2024","327","APIs","petstore","","","","Create a new pet in petstore API",""
"passed","Tue Apr 16 02:22:11 GMT 2024","Tue Apr 16 02:22:15 GMT 2024","4467","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Tue Apr 16 02:19:14 GMT 2024","Tue Apr 16 02:19:18 GMT 2024","3645","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Tue Apr 16 02:21:42 GMT 2024","Tue Apr 16 02:21:46 GMT 2024","3899","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Tue Apr 16 02:19:42 GMT 2024","Tue Apr 16 02:19:50 GMT 2024","7609","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"unknown","Tue Apr 16 02:21:59 GMT 2024","Tue Apr 16 02:22:03 GMT 2024","3152","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"unknown","Tue Apr 16 02:21:53 GMT 2024","Tue Apr 16 02:21:56 GMT 2024","3123","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"unknown","Tue Apr 16 02:20:28 GMT 2024","Tue Apr 16 02:20:28 GMT 2024","2","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Tue Apr 16 02:22:03 GMT 2024","Tue Apr 16 02:22:07 GMT 2024","4185","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Tue Apr 16 02:19:26 GMT 2024","Tue Apr 16 02:19:34 GMT 2024","8689","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Tue Apr 16 02:19:34 GMT 2024","Tue Apr 16 02:19:42 GMT 2024","7768","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Tue Apr 16 02:17:59 GMT 2024","Tue Apr 16 02:18:00 GMT 2024","561","APIs","petstore","","","","Delete a pet in petstore API",""
"unknown","Tue Apr 16 02:21:50 GMT 2024","Tue Apr 16 02:21:53 GMT 2024","3359","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Tue Apr 16 02:18:44 GMT 2024","Tue Apr 16 02:18:48 GMT 2024","3642","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Tue Apr 16 02:18:00 GMT 2024","Tue Apr 16 02:18:04 GMT 2024","3618","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Tue Apr 16 02:19:50 GMT 2024","Tue Apr 16 02:19:55 GMT 2024","4924","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Tue Apr 16 02:20:50 GMT 2024","Tue Apr 16 02:20:54 GMT 2024","4016","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Tue Apr 16 02:20:23 GMT 2024","Tue Apr 16 02:20:28 GMT 2024","5619","UI","popup","","","","Fill a complete form using external json data",""
"passed","Tue Apr 16 02:20:18 GMT 2024","Tue Apr 16 02:20:23 GMT 2024","5031","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Apr 16 02:20:05 GMT 2024","Tue Apr 16 02:20:09 GMT 2024","3813","UI","popup","","","","Display button click when clicked on",""
"passed","Tue Apr 16 02:19:22 GMT 2024","Tue Apr 16 02:19:26 GMT 2024","3863","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Tue Apr 16 02:18:27 GMT 2024","Tue Apr 16 02:18:31 GMT 2024","3763","UI","popup","","","","Check API response by clicking on links",""
"skipped","Tue Apr 16 02:18:00 GMT 2024","Tue Apr 16 02:18:00 GMT 2024","2","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Tue Apr 16 02:18:36 GMT 2024","Tue Apr 16 02:18:40 GMT 2024","4127","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"unknown","Tue Apr 16 02:21:56 GMT 2024","Tue Apr 16 02:21:59 GMT 2024","3175","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"unknown","Tue Apr 16 02:20:47 GMT 2024","Tue Apr 16 02:20:50 GMT 2024","3104","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Tue Apr 16 02:18:40 GMT 2024","Tue Apr 16 02:18:44 GMT 2024","4135","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Tue Apr 16 02:18:55 GMT 2024","Tue Apr 16 02:18:59 GMT 2024","3852","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Tue Apr 16 02:17:59 GMT 2024","Tue Apr 16 02:17:59 GMT 2024","217","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Tue Apr 16 02:20:09 GMT 2024","Tue Apr 16 02:20:18 GMT 2024","8549","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Tue Apr 16 02:20:02 GMT 2024","Tue Apr 16 02:20:05 GMT 2024","3517","UI","popup","","","","Display radio button text when selected",""
"passed","Tue Apr 16 02:21:46 GMT 2024","Tue Apr 16 02:21:50 GMT 2024","3684","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"skipped","Tue Apr 16 02:18:00 GMT 2024","Tue Apr 16 02:18:00 GMT 2024","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Tue Apr 16 02:18:31 GMT 2024","Tue Apr 16 02:18:36 GMT 2024","4954","UI","popup","","","","Check broken links returns an error 500",""
