"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 30 02:33:58 GMT 2024","Tue Jul 30 02:34:33 GMT 2024","35447","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"unknown","Tue Jul 30 02:33:35 GMT 2024","Tue Jul 30 02:33:35 GMT 2024","2","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Tue Jul 30 02:32:34 GMT 2024","Tue Jul 30 02:32:42 GMT 2024","8174","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Tue Jul 30 02:34:48 GMT 2024","Tue Jul 30 02:34:52 GMT 2024","3483","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Tue Jul 30 02:33:25 GMT 2024","Tue Jul 30 02:33:30 GMT 2024","4407","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Jul 30 02:33:10 GMT 2024","Tue Jul 30 02:33:13 GMT 2024","3545","UI","popup","","","","Display radio button text when selected",""
"passed","Tue Jul 30 02:31:11 GMT 2024","Tue Jul 30 02:31:11 GMT 2024","220","APIs","petstore","","","","Delete a pet in petstore API",""
"passed","Tue Jul 30 02:32:24 GMT 2024","Tue Jul 30 02:32:27 GMT 2024","3431","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Tue Jul 30 02:35:09 GMT 2024","Tue Jul 30 02:35:12 GMT 2024","3690","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Tue Jul 30 02:32:42 GMT 2024","Tue Jul 30 02:32:50 GMT 2024","7804","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Tue Jul 30 02:32:00 GMT 2024","Tue Jul 30 02:32:04 GMT 2024","3885","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Tue Jul 30 02:31:53 GMT 2024","Tue Jul 30 02:31:56 GMT 2024","3778","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"skipped","Tue Jul 30 02:31:11 GMT 2024","Tue Jul 30 02:31:11 GMT 2024","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"skipped","Tue Jul 30 02:31:11 GMT 2024","Tue Jul 30 02:31:11 GMT 2024","2","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"unknown","Tue Jul 30 02:33:51 GMT 2024","Tue Jul 30 02:33:54 GMT 2024","2675","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Tue Jul 30 02:31:48 GMT 2024","Tue Jul 30 02:31:53 GMT 2024","4312","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Tue Jul 30 02:31:10 GMT 2024","Tue Jul 30 02:31:10 GMT 2024","260","APIs","petstore","","","","Create a new pet in petstore API",""
"passed","Tue Jul 30 02:31:44 GMT 2024","Tue Jul 30 02:31:48 GMT 2024","4367","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"unknown","Tue Jul 30 02:34:54 GMT 2024","Tue Jul 30 02:34:57 GMT 2024","2627","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"unknown","Tue Jul 30 02:34:57 GMT 2024","Tue Jul 30 02:35:02 GMT 2024","5711","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Tue Jul 30 02:32:04 GMT 2024","Tue Jul 30 02:32:08 GMT 2024","4446","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Tue Jul 30 02:31:10 GMT 2024","Tue Jul 30 02:31:11 GMT 2024","197","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Tue Jul 30 02:33:17 GMT 2024","Tue Jul 30 02:33:25 GMT 2024","8318","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"unknown","Tue Jul 30 02:33:40 GMT 2024","Tue Jul 30 02:33:43 GMT 2024","2584","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Tue Jul 30 02:31:56 GMT 2024","Tue Jul 30 02:32:00 GMT 2024","3658","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
