"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Thu Aug 10 02:35:18 GMT 2023","Thu Aug 10 02:35:18 GMT 2023","6","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Thu Aug 10 02:31:49 GMT 2023","Thu Aug 10 02:31:55 GMT 2023","5313","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"unknown","Thu Aug 10 02:37:10 GMT 2023","Thu Aug 10 02:37:13 GMT 2023","2780","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Thu Aug 10 02:32:12 GMT 2023","Thu Aug 10 02:32:16 GMT 2023","4322","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Thu Aug 10 02:31:59 GMT 2023","Thu Aug 10 02:32:07 GMT 2023","8191","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"unknown","Thu Aug 10 02:37:16 GMT 2023","Thu Aug 10 02:37:18 GMT 2023","2844","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Thu Aug 10 02:34:17 GMT 2023","Thu Aug 10 02:34:21 GMT 2023","3817","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"passed","Thu Aug 10 02:37:21 GMT 2023","Thu Aug 10 02:37:26 GMT 2023","4676","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Thu Aug 10 02:34:26 GMT 2023","Thu Aug 10 02:34:35 GMT 2023","9129","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Thu Aug 10 02:30:07 GMT 2023","Thu Aug 10 02:30:08 GMT 2023","378","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"passed","Thu Aug 10 02:34:35 GMT 2023","Thu Aug 10 02:34:40 GMT 2023","5315","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Thu Aug 10 02:31:44 GMT 2023","Thu Aug 10 02:31:49 GMT 2023","5214","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Thu Aug 10 02:37:01 GMT 2023","Thu Aug 10 02:37:06 GMT 2023","4306","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
