"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Dec 19 02:37:49 GMT 2023","Tue Dec 19 02:38:20 GMT 2023","30767","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"skipped","Tue Dec 19 02:23:53 GMT 2023","Tue Dec 19 02:23:53 GMT 2023","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"failed","Tue Dec 19 02:35:46 GMT 2023","Tue Dec 19 02:36:17 GMT 2023","30784","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"failed","Tue Dec 19 02:29:36 GMT 2023","Tue Dec 19 02:30:07 GMT 2023","30874","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"failed","Tue Dec 19 02:46:33 GMT 2023","Tue Dec 19 02:47:04 GMT 2023","30803","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"failed","Tue Dec 19 02:34:13 GMT 2023","Tue Dec 19 02:34:44 GMT 2023","30786","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"failed","Tue Dec 19 02:30:07 GMT 2023","Tue Dec 19 02:30:38 GMT 2023","30772","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"failed","Tue Dec 19 02:48:36 GMT 2023","Tue Dec 19 02:49:07 GMT 2023","30876","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"failed","Tue Dec 19 02:28:35 GMT 2023","Tue Dec 19 02:29:05 GMT 2023","30785","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"failed","Tue Dec 19 02:29:05 GMT 2023","Tue Dec 19 02:29:36 GMT 2023","30796","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"failed","Tue Dec 19 02:43:28 GMT 2023","Tue Dec 19 02:43:59 GMT 2023","30811","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"failed","Tue Dec 19 02:32:41 GMT 2023","Tue Dec 19 02:33:12 GMT 2023","30747","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"failed","Tue Dec 19 02:33:43 GMT 2023","Tue Dec 19 02:34:13 GMT 2023","30819","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"failed","Tue Dec 19 02:30:38 GMT 2023","Tue Dec 19 02:31:09 GMT 2023","30844","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"failed","Tue Dec 19 02:42:57 GMT 2023","Tue Dec 19 02:43:28 GMT 2023","30928","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"failed","Tue Dec 19 02:38:20 GMT 2023","Tue Dec 19 02:38:51 GMT 2023","30928","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"failed","Tue Dec 19 02:28:04 GMT 2023","Tue Dec 19 02:28:35 GMT 2023","30884","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"failed","Tue Dec 19 02:27:02 GMT 2023","Tue Dec 19 02:27:33 GMT 2023","30841","ACCESS_LINKS","Check API response by clicking on links","","","","Check API response by clicking on links",""
"failed","Tue Dec 19 02:46:02 GMT 2023","Tue Dec 19 02:46:33 GMT 2023","30782","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Tue Dec 19 02:23:52 GMT 2023","Tue Dec 19 02:23:53 GMT 2023","190","API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"failed","Tue Dec 19 02:47:35 GMT 2023","Tue Dec 19 02:48:05 GMT 2023","30720","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"failed","Tue Dec 19 02:34:44 GMT 2023","Tue Dec 19 02:35:15 GMT 2023","30843","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"failed","Tue Dec 19 02:48:05 GMT 2023","Tue Dec 19 02:48:36 GMT 2023","30769","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"failed","Tue Dec 19 02:50:09 GMT 2023","Tue Dec 19 02:50:39 GMT 2023","30762","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"failed","Tue Dec 19 02:38:51 GMT 2023","Tue Dec 19 02:39:22 GMT 2023","30759","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Dec 19 02:23:53 GMT 2023","Tue Dec 19 02:23:53 GMT 2023","473","API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"failed","Tue Dec 19 02:23:53 GMT 2023","Tue Dec 19 02:24:24 GMT 2023","30919","ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"failed","Tue Dec 19 02:49:38 GMT 2023","Tue Dec 19 02:50:09 GMT 2023","30812","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"failed","Tue Dec 19 02:40:54 GMT 2023","Tue Dec 19 02:41:25 GMT 2023","30807","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Tue Dec 19 02:23:52 GMT 2023","Tue Dec 19 02:23:52 GMT 2023","290","API_CALLS","Create a new pet in petstore API","","","","Create a new pet in petstore API",""
"skipped","Tue Dec 19 02:23:53 GMT 2023","Tue Dec 19 02:23:53 GMT 2023","2","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"failed","Tue Dec 19 02:43:59 GMT 2023","Tue Dec 19 02:44:30 GMT 2023","30762","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"failed","Tue Dec 19 02:47:04 GMT 2023","Tue Dec 19 02:47:35 GMT 2023","30822","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"failed","Tue Dec 19 02:27:33 GMT 2023","Tue Dec 19 02:28:04 GMT 2023","30840","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"failed","Tue Dec 19 02:35:15 GMT 2023","Tue Dec 19 02:35:46 GMT 2023","30819","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Tue Dec 19 02:23:52 GMT 2023","Tue Dec 19 02:23:52 GMT 2023","266","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"failed","Tue Dec 19 02:39:22 GMT 2023","Tue Dec 19 02:39:53 GMT 2023","30846","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"failed","Tue Dec 19 02:37:18 GMT 2023","Tue Dec 19 02:37:49 GMT 2023","30827","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"failed","Tue Dec 19 02:49:07 GMT 2023","Tue Dec 19 02:49:38 GMT 2023","30817","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"unknown","Tue Dec 19 02:39:53 GMT 2023","Tue Dec 19 02:39:53 GMT 2023","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"unknown","Tue Dec 19 02:39:53 GMT 2023","Tue Dec 19 02:39:53 GMT 2023","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
