"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Aug 11 02:16:44 GMT 2023","Fri Aug 11 02:16:46 GMT 2023","2400","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"failed","Fri Aug 11 02:15:51 GMT 2023","Fri Aug 11 02:16:27 GMT 2023","35790","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"unknown","Fri Aug 11 02:17:47 GMT 2023","Fri Aug 11 02:17:49 GMT 2023","2595","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Fri Aug 11 02:15:19 GMT 2023","Fri Aug 11 02:15:24 GMT 2023","4649","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"passed","Fri Aug 11 02:14:52 GMT 2023","Fri Aug 11 02:14:55 GMT 2023","3679","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"failed","Fri Aug 11 02:16:50 GMT 2023","Fri Aug 11 02:17:25 GMT 2023","34747","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Fri Aug 11 02:14:55 GMT 2023","Fri Aug 11 02:15:03 GMT 2023","7962","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Fri Aug 11 02:14:20 GMT 2023","Fri Aug 11 02:14:24 GMT 2023","3538","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Fri Aug 11 02:14:17 GMT 2023","Fri Aug 11 02:14:20 GMT 2023","3737","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"skipped","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Fri Aug 11 02:13:27 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","196","API_CALLS","Create a new pet in petstore API","","","","Create a new pet in petstore API",""
"passed","Fri Aug 11 02:14:24 GMT 2023","Fri Aug 11 02:14:28 GMT 2023","4137","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Fri Aug 11 02:13:56 GMT 2023","Fri Aug 11 02:14:00 GMT 2023","3884","ACCESS_LINKS","Check API response by clicking on links","","","","Check API response by clicking on links",""
"passed","Fri Aug 11 02:17:55 GMT 2023","Fri Aug 11 02:17:59 GMT 2023","3800","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Fri Aug 11 02:14:44 GMT 2023","Fri Aug 11 02:14:48 GMT 2023","3881","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"unknown","Fri Aug 11 02:17:49 GMT 2023","Fri Aug 11 02:17:52 GMT 2023","2810","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Fri Aug 11 02:15:31 GMT 2023","Fri Aug 11 02:15:34 GMT 2023","3357","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"skipped","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","2","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Fri Aug 11 02:15:11 GMT 2023","Fri Aug 11 02:15:19 GMT 2023","8003","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Fri Aug 11 02:17:40 GMT 2023","Fri Aug 11 02:17:44 GMT 2023","4475","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"unknown","Fri Aug 11 02:16:33 GMT 2023","Fri Aug 11 02:16:35 GMT 2023","2556","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:31 GMT 2023","3337","ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Fri Aug 11 02:15:47 GMT 2023","Fri Aug 11 02:15:51 GMT 2023","4449","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Fri Aug 11 02:17:59 GMT 2023","Fri Aug 11 02:18:02 GMT 2023","3543","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","82","API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"passed","Fri Aug 11 02:14:00 GMT 2023","Fri Aug 11 02:14:04 GMT 2023","4243","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"passed","Fri Aug 11 02:17:36 GMT 2023","Fri Aug 11 02:17:40 GMT 2023","3558","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"unknown","Fri Aug 11 02:17:44 GMT 2023","Fri Aug 11 02:17:47 GMT 2023","2683","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Fri Aug 11 02:15:03 GMT 2023","Fri Aug 11 02:15:11 GMT 2023","7610","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Fri Aug 11 02:15:38 GMT 2023","Fri Aug 11 02:15:47 GMT 2023","8567","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","287","API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"unknown","Fri Aug 11 02:16:27 GMT 2023","Fri Aug 11 02:16:27 GMT 2023","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Fri Aug 11 02:14:09 GMT 2023","Fri Aug 11 02:14:13 GMT 2023","4198","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Fri Aug 11 02:13:28 GMT 2023","Fri Aug 11 02:13:28 GMT 2023","129","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"unknown","Fri Aug 11 02:16:27 GMT 2023","Fri Aug 11 02:16:27 GMT 2023","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Fri Aug 11 02:18:02 GMT 2023","Fri Aug 11 02:18:06 GMT 2023","4091","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"unknown","Fri Aug 11 02:17:52 GMT 2023","Fri Aug 11 02:17:55 GMT 2023","2743","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Fri Aug 11 02:14:13 GMT 2023","Fri Aug 11 02:14:17 GMT 2023","3796","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Fri Aug 11 02:15:34 GMT 2023","Fri Aug 11 02:15:38 GMT 2023","3892","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"passed","Fri Aug 11 02:14:04 GMT 2023","Fri Aug 11 02:14:09 GMT 2023","4158","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Fri Aug 11 02:16:46 GMT 2023","Fri Aug 11 02:16:50 GMT 2023","3655","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
