"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 02:35:07 GMT 2024","Tue Aug 13 02:35:10 GMT 2024","3825","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"failed","Tue Aug 13 02:37:18 GMT 2024","Tue Aug 13 02:37:53 GMT 2024","35177","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Tue Aug 13 02:36:51 GMT 2024","Tue Aug 13 02:36:56 GMT 2024","5300","UI","popup","","","","Fill a complete form using external json data",""
"passed","Tue Aug 13 02:36:12 GMT 2024","Tue Aug 13 02:36:16 GMT 2024","4553","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Tue Aug 13 02:36:45 GMT 2024","Tue Aug 13 02:36:51 GMT 2024","5585","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Aug 13 02:34:24 GMT 2024","Tue Aug 13 02:34:24 GMT 2024","167","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Tue Aug 13 02:35:10 GMT 2024","Tue Aug 13 02:35:14 GMT 2024","3193","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Tue Aug 13 02:35:02 GMT 2024","Tue Aug 13 02:35:07 GMT 2024","4394","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"unknown","Tue Aug 13 02:37:12 GMT 2024","Tue Aug 13 02:37:14 GMT 2024","1949","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Tue Aug 13 02:35:43 GMT 2024","Tue Aug 13 02:35:47 GMT 2024","4274","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Tue Aug 13 02:38:04 GMT 2024","Tue Aug 13 02:38:07 GMT 2024","3301","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Tue Aug 13 02:37:14 GMT 2024","Tue Aug 13 02:37:18 GMT 2024","4198","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"unknown","Tue Aug 13 02:38:11 GMT 2024","Tue Aug 13 02:38:13 GMT 2024","2029","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Tue Aug 13 02:38:28 GMT 2024","Tue Aug 13 02:38:32 GMT 2024","4121","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Tue Aug 13 02:36:04 GMT 2024","Tue Aug 13 02:36:12 GMT 2024","8278","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Tue Aug 13 02:34:25 GMT 2024","Tue Aug 13 02:34:27 GMT 2024","2940","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Tue Aug 13 02:38:20 GMT 2024","Tue Aug 13 02:38:24 GMT 2024","4328","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Tue Aug 13 02:36:29 GMT 2024","Tue Aug 13 02:36:32 GMT 2024","2909","UI","popup","","","","Display radio button text when selected",""
"passed","Tue Aug 13 02:36:36 GMT 2024","Tue Aug 13 02:36:45 GMT 2024","8476","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Tue Aug 13 02:36:32 GMT 2024","Tue Aug 13 02:36:36 GMT 2024","4588","UI","popup","","","","Display button click when clicked on",""
"skipped","Tue Aug 13 02:34:25 GMT 2024","Tue Aug 13 02:34:25 GMT 2024","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Tue Aug 13 02:35:35 GMT 2024","Tue Aug 13 02:35:39 GMT 2024","3549","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Tue Aug 13 02:35:56 GMT 2024","Tue Aug 13 02:36:04 GMT 2024","7197","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Tue Aug 13 02:34:24 GMT 2024","Tue Aug 13 02:34:24 GMT 2024","91","APIs","petstore","","","","Create a new pet in petstore API",""
"failed","Tue Aug 13 02:34:24 GMT 2024","Tue Aug 13 02:34:24 GMT 2024","52","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Tue Aug 13 02:35:47 GMT 2024","Tue Aug 13 02:35:56 GMT 2024","8922","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"unknown","Tue Aug 13 02:36:56 GMT 2024","Tue Aug 13 02:36:56 GMT 2024","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Tue Aug 13 02:34:53 GMT 2024","Tue Aug 13 02:34:57 GMT 2024","4230","UI","popup","","","","Check broken links returns an error 500",""
"unknown","Tue Aug 13 02:38:13 GMT 2024","Tue Aug 13 02:38:15 GMT 2024","2252","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Tue Aug 13 02:35:17 GMT 2024","Tue Aug 13 02:35:20 GMT 2024","3192","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Tue Aug 13 02:35:14 GMT 2024","Tue Aug 13 02:35:17 GMT 2024","3071","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"unknown","Tue Aug 13 02:38:15 GMT 2024","Tue Aug 13 02:38:17 GMT 2024","2135","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"unknown","Tue Aug 13 02:37:01 GMT 2024","Tue Aug 13 02:37:05 GMT 2024","3509","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Tue Aug 13 02:34:50 GMT 2024","Tue Aug 13 02:34:53 GMT 2024","3064","UI","popup","","","","Check API response by clicking on links",""
"unknown","Tue Aug 13 02:38:17 GMT 2024","Tue Aug 13 02:38:20 GMT 2024","2416","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Tue Aug 13 02:38:07 GMT 2024","Tue Aug 13 02:38:11 GMT 2024","3350","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"skipped","Tue Aug 13 02:34:25 GMT 2024","Tue Aug 13 02:34:25 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"unknown","Tue Aug 13 02:36:56 GMT 2024","Tue Aug 13 02:36:56 GMT 2024","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Tue Aug 13 02:34:57 GMT 2024","Tue Aug 13 02:35:02 GMT 2024","4665","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Tue Aug 13 02:38:24 GMT 2024","Tue Aug 13 02:38:28 GMT 2024","4086","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Tue Aug 13 02:34:24 GMT 2024","Tue Aug 13 02:34:25 GMT 2024","253","APIs","petstore","","","","Delete a pet in petstore API",""
