"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 02 02:21:07 GMT 2023","Thu Nov 02 02:21:37 GMT 2023","30849","ACCESS_LINKS","Check API response by clicking on links","","","","Check API response by clicking on links",""
"failed","Thu Nov 02 02:34:59 GMT 2023","Thu Nov 02 02:35:30 GMT 2023","30737","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"failed","Thu Nov 02 02:27:48 GMT 2023","Thu Nov 02 02:28:18 GMT 2023","30846","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"failed","Thu Nov 02 02:31:54 GMT 2023","Thu Nov 02 02:32:25 GMT 2023","30882","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"failed","Thu Nov 02 02:22:39 GMT 2023","Thu Nov 02 02:23:10 GMT 2023","30815","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"failed","Thu Nov 02 02:37:03 GMT 2023","Thu Nov 02 02:37:33 GMT 2023","30725","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"skipped","Thu Nov 02 02:17:30 GMT 2023","Thu Nov 02 02:17:30 GMT 2023","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"failed","Thu Nov 02 02:41:09 GMT 2023","Thu Nov 02 02:41:40 GMT 2023","30883","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"failed","Thu Nov 02 02:24:42 GMT 2023","Thu Nov 02 02:25:13 GMT 2023","30740","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"failed","Thu Nov 02 02:31:24 GMT 2023","Thu Nov 02 02:31:54 GMT 2023","30844","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"failed","Thu Nov 02 02:29:20 GMT 2023","Thu Nov 02 02:29:51 GMT 2023","30841","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"failed","Thu Nov 02 02:17:30 GMT 2023","Thu Nov 02 02:18:01 GMT 2023","30949","ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"failed","Thu Nov 02 02:40:08 GMT 2023","Thu Nov 02 02:40:39 GMT 2023","30798","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"failed","Thu Nov 02 02:32:25 GMT 2023","Thu Nov 02 02:32:56 GMT 2023","30821","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"failed","Thu Nov 02 02:40:39 GMT 2023","Thu Nov 02 02:41:09 GMT 2023","30812","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
