"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 15:40:08 GMT 2023","Wed Jan 04 15:40:11 GMT 2023","3008","//WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Wed Jan 04 15:38:06 GMT 2023","Wed Jan 04 15:38:09 GMT 2023","3288","//CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"unknown","Wed Jan 04 15:40:11 GMT 2023","Wed Jan 04 15:40:13 GMT 2023","2278","//WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"unknown","Wed Jan 04 15:39:05 GMT 2023","Wed Jan 04 15:39:07 GMT 2023","2224","//WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Wed Jan 04 15:37:01 GMT 2023","Wed Jan 04 15:37:04 GMT 2023","3382","//ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Wed Jan 04 15:36:21 GMT 2023","Wed Jan 04 15:36:23 GMT 2023","2763","//ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Wed Jan 04 15:37:29 GMT 2023","Wed Jan 04 15:37:32 GMT 2023","2921","//ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Wed Jan 04 15:37:23 GMT 2023","Wed Jan 04 15:37:26 GMT 2023","3016","//ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Wed Jan 04 15:39:17 GMT 2023","Wed Jan 04 15:39:20 GMT 2023","3304","//WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Wed Jan 04 15:36:21 GMT 2023","Wed Jan 04 15:36:21 GMT 2023","76","/API/API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"passed","Wed Jan 04 15:37:07 GMT 2023","Wed Jan 04 15:37:10 GMT 2023","2792","//ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"unknown","Wed Jan 04 15:40:13 GMT 2023","Wed Jan 04 15:40:15 GMT 2023","2311","//WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Wed Jan 04 15:37:32 GMT 2023","Wed Jan 04 15:37:40 GMT 2023","7838","//BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Wed Jan 04 15:38:03 GMT 2023","Wed Jan 04 15:38:06 GMT 2023","2663","//CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"failed","Wed Jan 04 15:38:21 GMT 2023","Wed Jan 04 15:38:57 GMT 2023","35893","//FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"unknown","Wed Jan 04 15:38:57 GMT 2023","Wed Jan 04 15:38:57 GMT 2023","3","//FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Wed Jan 04 15:36:21 GMT 2023","Wed Jan 04 15:36:21 GMT 2023","35","/API/API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"passed","Wed Jan 04 15:37:47 GMT 2023","Wed Jan 04 15:37:53 GMT 2023","6804","//BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Wed Jan 04 15:36:58 GMT 2023","Wed Jan 04 15:37:01 GMT 2023","2762","//ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Wed Jan 04 15:36:20 GMT 2023","Wed Jan 04 15:36:21 GMT 2023","38","/API/API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"passed","Wed Jan 04 15:36:51 GMT 2023","Wed Jan 04 15:36:54 GMT 2023","3513","//ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"failed","Wed Jan 04 15:39:20 GMT 2023","Wed Jan 04 15:39:55 GMT 2023","34844","//WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"unknown","Wed Jan 04 15:39:14 GMT 2023","Wed Jan 04 15:39:17 GMT 2023","2263","//WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"unknown","Wed Jan 04 15:38:57 GMT 2023","Wed Jan 04 15:38:57 GMT 2023","1","//FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
