"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Dec 26 02:45:15 GMT 2023","Tue Dec 26 02:45:45 GMT 2023","30767","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"failed","Tue Dec 26 02:31:18 GMT 2023","Tue Dec 26 02:31:49 GMT 2023","30852","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"failed","Tue Dec 26 02:37:28 GMT 2023","Tue Dec 26 02:37:59 GMT 2023","30790","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"unknown","Tue Dec 26 02:36:26 GMT 2023","Tue Dec 26 02:36:26 GMT 2023","0","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"failed","Tue Dec 26 02:30:16 GMT 2023","Tue Dec 26 02:30:47 GMT 2023","30884","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"skipped","Tue Dec 26 02:20:00 GMT 2023","Tue Dec 26 02:20:00 GMT 2023","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"failed","Tue Dec 26 02:39:31 GMT 2023","Tue Dec 26 02:40:02 GMT 2023","30845","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"failed","Tue Dec 26 02:29:15 GMT 2023","Tue Dec 26 02:29:46 GMT 2023","30856","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"unknown","Tue Dec 26 02:43:38 GMT 2023","Tue Dec 26 02:43:42 GMT 2023","4532","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"failed","Tue Dec 26 02:44:44 GMT 2023","Tue Dec 26 02:45:15 GMT 2023","30903","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"failed","Tue Dec 26 02:40:33 GMT 2023","Tue Dec 26 02:41:03 GMT 2023","30633","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"failed","Tue Dec 26 02:45:45 GMT 2023","Tue Dec 26 02:46:16 GMT 2023","30730","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"failed","Tue Dec 26 02:25:39 GMT 2023","Tue Dec 26 02:26:10 GMT 2023","30790","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"failed","Tue Dec 26 02:24:07 GMT 2023","Tue Dec 26 02:24:37 GMT 2023","30817","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"failed","Tue Dec 26 02:44:13 GMT 2023","Tue Dec 26 02:44:44 GMT 2023","30759","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"failed","Tue Dec 26 02:46:16 GMT 2023","Tue Dec 26 02:46:47 GMT 2023","30837","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Tue Dec 26 02:19:59 GMT 2023","Tue Dec 26 02:19:59 GMT 2023","209","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"failed","Tue Dec 26 02:34:54 GMT 2023","Tue Dec 26 02:35:25 GMT 2023","30896","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"failed","Tue Dec 26 02:35:56 GMT 2023","Tue Dec 26 02:36:26 GMT 2023","30780","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"failed","Tue Dec 26 02:40:02 GMT 2023","Tue Dec 26 02:40:33 GMT 2023","30904","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"failed","Tue Dec 26 02:25:08 GMT 2023","Tue Dec 26 02:25:39 GMT 2023","30885","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"failed","Tue Dec 26 02:24:37 GMT 2023","Tue Dec 26 02:25:08 GMT 2023","30785","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"failed","Tue Dec 26 02:32:20 GMT 2023","Tue Dec 26 02:32:51 GMT 2023","30834","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
