"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 02:51:48 GMT 2024","Mon Oct 21 02:51:52 GMT 2024","4045","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"unknown","Mon Oct 21 02:53:10 GMT 2024","Mon Oct 21 02:53:10 GMT 2024","2","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Mon Oct 21 02:53:33 GMT 2024","Mon Oct 21 02:53:37 GMT 2024","4565","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Mon Oct 21 02:52:19 GMT 2024","Mon Oct 21 02:52:27 GMT 2024","8208","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"unknown","Mon Oct 21 02:55:03 GMT 2024","Mon Oct 21 02:55:06 GMT 2024","3125","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Mon Oct 21 02:52:50 GMT 2024","Mon Oct 21 02:52:59 GMT 2024","9122","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"unknown","Mon Oct 21 02:55:06 GMT 2024","Mon Oct 21 02:55:10 GMT 2024","3188","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Mon Oct 21 02:50:23 GMT 2024","Mon Oct 21 02:50:23 GMT 2024","417","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Mon Oct 21 02:52:01 GMT 2024","Mon Oct 21 02:52:11 GMT 2024","9422","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Mon Oct 21 02:50:24 GMT 2024","Mon Oct 21 02:50:28 GMT 2024","3813","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Mon Oct 21 02:51:56 GMT 2024","Mon Oct 21 02:52:01 GMT 2024","4863","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Mon Oct 21 02:52:27 GMT 2024","Mon Oct 21 02:52:33 GMT 2024","5826","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Mon Oct 21 02:52:41 GMT 2024","Mon Oct 21 02:52:45 GMT 2024","4130","UI","popup","","","","Display radio button text when selected",""
"unknown","Mon Oct 21 02:53:30 GMT 2024","Mon Oct 21 02:53:33 GMT 2024","3169","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"unknown","Mon Oct 21 02:55:10 GMT 2024","Mon Oct 21 02:55:13 GMT 2024","3226","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Mon Oct 21 02:51:26 GMT 2024","Mon Oct 21 02:51:31 GMT 2024","4444","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Mon Oct 21 02:50:53 GMT 2024","Mon Oct 21 02:50:58 GMT 2024","4293","UI","popup","","","","Check API response by clicking on links",""
"passed","Mon Oct 21 02:55:25 GMT 2024","Mon Oct 21 02:55:30 GMT 2024","4629","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Mon Oct 21 02:51:22 GMT 2024","Mon Oct 21 02:51:26 GMT 2024","4357","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Mon Oct 21 02:54:59 GMT 2024","Mon Oct 21 02:55:03 GMT 2024","4809","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"unknown","Mon Oct 21 02:53:17 GMT 2024","Mon Oct 21 02:53:20 GMT 2024","3220","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Mon Oct 21 02:51:03 GMT 2024","Mon Oct 21 02:51:08 GMT 2024","4902","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Mon Oct 21 02:55:16 GMT 2024","Mon Oct 21 02:55:21 GMT 2024","4390","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"unknown","Mon Oct 21 02:53:10 GMT 2024","Mon Oct 21 02:53:10 GMT 2024","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Mon Oct 21 02:50:23 GMT 2024","Mon Oct 21 02:50:24 GMT 2024","837","APIs","petstore","","","","Delete a pet in petstore API",""
"passed","Mon Oct 21 02:55:21 GMT 2024","Mon Oct 21 02:55:25 GMT 2024","4514","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"failed","Mon Oct 21 02:53:37 GMT 2024","Mon Oct 21 02:54:13 GMT 2024","35512","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Mon Oct 21 02:51:13 GMT 2024","Mon Oct 21 02:51:18 GMT 2024","4377","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Mon Oct 21 02:50:22 GMT 2024","Mon Oct 21 02:50:22 GMT 2024","437","APIs","petstore","","","","Create a new pet in petstore API",""
"passed","Mon Oct 21 02:52:59 GMT 2024","Mon Oct 21 02:53:04 GMT 2024","5443","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Mon Oct 21 02:54:54 GMT 2024","Mon Oct 21 02:54:59 GMT 2024","4475","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Mon Oct 21 02:51:18 GMT 2024","Mon Oct 21 02:51:22 GMT 2024","4191","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Mon Oct 21 02:50:58 GMT 2024","Mon Oct 21 02:51:03 GMT 2024","5348","UI","popup","","","","Check broken links returns an error 500",""
"passed","Mon Oct 21 02:53:04 GMT 2024","Mon Oct 21 02:53:10 GMT 2024","6238","UI","popup","","","","Fill a complete form using external json data",""
"passed","Mon Oct 21 02:51:08 GMT 2024","Mon Oct 21 02:51:13 GMT 2024","5502","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Mon Oct 21 02:52:45 GMT 2024","Mon Oct 21 02:52:50 GMT 2024","4616","UI","popup","","","","Display button click when clicked on",""
"passed","Mon Oct 21 02:50:22 GMT 2024","Mon Oct 21 02:50:23 GMT 2024","422","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Mon Oct 21 02:52:11 GMT 2024","Mon Oct 21 02:52:19 GMT 2024","8237","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"skipped","Mon Oct 21 02:50:24 GMT 2024","Mon Oct 21 02:50:24 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"skipped","Mon Oct 21 02:50:24 GMT 2024","Mon Oct 21 02:50:24 GMT 2024","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"unknown","Mon Oct 21 02:55:13 GMT 2024","Mon Oct 21 02:55:16 GMT 2024","3207","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
