"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Mon Apr 03 02:30:00 GMT 2023","Mon Apr 03 02:30:04 GMT 2023","3815","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"failed","Mon Apr 03 02:28:53 GMT 2023","Mon Apr 03 02:29:32 GMT 2023","38949","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"passed","Mon Apr 03 02:26:41 GMT 2023","Mon Apr 03 02:26:46 GMT 2023","5580","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Mon Apr 03 02:27:48 GMT 2023","Mon Apr 03 02:27:57 GMT 2023","9232","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Mon Apr 03 02:28:30 GMT 2023","Mon Apr 03 02:28:37 GMT 2023","6450","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"passed","Mon Apr 03 02:28:46 GMT 2023","Mon Apr 03 02:28:53 GMT 2023","7153","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Mon Apr 03 02:30:04 GMT 2023","Mon Apr 03 02:30:09 GMT 2023","5502","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Mon Apr 03 02:28:07 GMT 2023","Mon Apr 03 02:28:14 GMT 2023","7288","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"passed","Mon Apr 03 02:26:52 GMT 2023","Mon Apr 03 02:26:57 GMT 2023","5430","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Mon Apr 03 02:31:03 GMT 2023","Mon Apr 03 02:31:09 GMT 2023","6185","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Mon Apr 03 02:27:37 GMT 2023","Mon Apr 03 02:27:48 GMT 2023","10774","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"unknown","Mon Apr 03 02:31:23 GMT 2023","Mon Apr 03 02:31:27 GMT 2023","4598","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Mon Apr 03 02:26:14 GMT 2023","Mon Apr 03 02:26:20 GMT 2023","6644","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"skipped","Mon Apr 03 02:25:28 GMT 2023","Mon Apr 03 02:25:28 GMT 2023","3","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Mon Apr 03 02:25:27 GMT 2023","Mon Apr 03 02:25:27 GMT 2023","343","API_CALLS","Create a new pet in petstore API","","","","Create a new pet in petstore API",""
"skipped","Mon Apr 03 02:25:28 GMT 2023","Mon Apr 03 02:25:28 GMT 2023","3","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
