"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 02:32:16 GMT 2024","Tue Jul 02 02:32:21 GMT 2024","5320","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Tue Jul 02 02:33:25 GMT 2024","Tue Jul 02 02:33:31 GMT 2024","5814","UI","popup","","","","Fill a complete form using external json data",""
"unknown","Tue Jul 02 02:35:29 GMT 2024","Tue Jul 02 02:35:32 GMT 2024","3118","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Tue Jul 02 02:29:55 GMT 2024","Tue Jul 02 02:29:59 GMT 2024","3819","UI","popup","","","","Check API response by clicking on links",""
"passed","Tue Jul 02 02:29:27 GMT 2024","Tue Jul 02 02:29:27 GMT 2024","236","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Tue Jul 02 02:33:05 GMT 2024","Tue Jul 02 02:33:11 GMT 2024","5644","UI","popup","","","","Display button click when clicked on",""
"passed","Tue Jul 02 02:30:30 GMT 2024","Tue Jul 02 02:30:34 GMT 2024","4483","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"unknown","Tue Jul 02 02:33:31 GMT 2024","Tue Jul 02 02:33:31 GMT 2024","3","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Tue Jul 02 02:31:47 GMT 2024","Tue Jul 02 02:31:51 GMT 2024","4040","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"skipped","Tue Jul 02 02:29:28 GMT 2024","Tue Jul 02 02:29:28 GMT 2024","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Tue Jul 02 02:30:39 GMT 2024","Tue Jul 02 02:30:43 GMT 2024","4482","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Tue Jul 02 02:35:16 GMT 2024","Tue Jul 02 02:35:20 GMT 2024","4087","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Tue Jul 02 02:30:34 GMT 2024","Tue Jul 02 02:30:39 GMT 2024","4500","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Tue Jul 02 02:34:20 GMT 2024","Tue Jul 02 02:34:24 GMT 2024","4227","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Tue Jul 02 02:32:00 GMT 2024","Tue Jul 02 02:32:08 GMT 2024","7706","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Tue Jul 02 02:31:13 GMT 2024","Tue Jul 02 02:31:17 GMT 2024","3699","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Tue Jul 02 02:35:36 GMT 2024","Tue Jul 02 02:35:40 GMT 2024","4497","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"failed","Tue Jul 02 02:34:24 GMT 2024","Tue Jul 02 02:34:59 GMT 2024","35254","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Tue Jul 02 02:32:08 GMT 2024","Tue Jul 02 02:32:16 GMT 2024","7743","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Tue Jul 02 02:35:32 GMT 2024","Tue Jul 02 02:35:36 GMT 2024","4008","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"unknown","Tue Jul 02 02:35:20 GMT 2024","Tue Jul 02 02:35:23 GMT 2024","3208","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Tue Jul 02 02:29:27 GMT 2024","Tue Jul 02 02:29:27 GMT 2024","180","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Tue Jul 02 02:33:20 GMT 2024","Tue Jul 02 02:33:25 GMT 2024","4944","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Tue Jul 02 02:33:11 GMT 2024","Tue Jul 02 02:33:20 GMT 2024","8770","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Tue Jul 02 02:35:12 GMT 2024","Tue Jul 02 02:35:16 GMT 2024","4154","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Tue Jul 02 02:30:48 GMT 2024","Tue Jul 02 02:30:52 GMT 2024","4006","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"unknown","Tue Jul 02 02:33:31 GMT 2024","Tue Jul 02 02:33:31 GMT 2024","2","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"failed","Tue Jul 02 02:29:59 GMT 2024","Tue Jul 02 02:30:30 GMT 2024","30561","UI","popup","","","","Check broken links returns an error 500",""
"failed","Tue Jul 02 02:32:35 GMT 2024","Tue Jul 02 02:33:05 GMT 2024","30520","UI","popup","","","","Display radio button text when selected",""
"passed","Tue Jul 02 02:30:43 GMT 2024","Tue Jul 02 02:30:48 GMT 2024","4678","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Tue Jul 02 02:31:51 GMT 2024","Tue Jul 02 02:32:00 GMT 2024","8853","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Tue Jul 02 02:29:27 GMT 2024","Tue Jul 02 02:29:27 GMT 2024","293","APIs","petstore","","","","Create a new pet in petstore API",""
"unknown","Tue Jul 02 02:35:23 GMT 2024","Tue Jul 02 02:35:26 GMT 2024","2838","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Tue Jul 02 02:30:52 GMT 2024","Tue Jul 02 02:30:56 GMT 2024","4140","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"skipped","Tue Jul 02 02:29:28 GMT 2024","Tue Jul 02 02:29:28 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"unknown","Tue Jul 02 02:34:17 GMT 2024","Tue Jul 02 02:34:20 GMT 2024","2993","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Tue Jul 02 02:35:40 GMT 2024","Tue Jul 02 02:35:45 GMT 2024","4563","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"unknown","Tue Jul 02 02:35:26 GMT 2024","Tue Jul 02 02:35:29 GMT 2024","2817","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Tue Jul 02 02:29:28 GMT 2024","Tue Jul 02 02:29:31 GMT 2024","3449","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Tue Jul 02 02:29:27 GMT 2024","Tue Jul 02 02:29:28 GMT 2024","539","APIs","petstore","","","","Delete a pet in petstore API",""
