"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Feb 21 02:48:33 GMT 2023","Tue Feb 21 02:49:09 GMT 2023","35933","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"passed","Tue Feb 21 02:47:02 GMT 2023","Tue Feb 21 02:47:05 GMT 2023","3383","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"unknown","Tue Feb 21 02:50:20 GMT 2023","Tue Feb 21 02:50:23 GMT 2023","2546","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"skipped","Tue Feb 21 02:46:27 GMT 2023","Tue Feb 21 02:46:27 GMT 2023","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Tue Feb 21 02:47:12 GMT 2023","Tue Feb 21 02:47:15 GMT 2023","3264","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Tue Feb 21 02:50:14 GMT 2023","Tue Feb 21 02:50:17 GMT 2023","3312","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Tue Feb 21 02:47:05 GMT 2023","Tue Feb 21 02:47:09 GMT 2023","3773","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"unknown","Tue Feb 21 02:50:23 GMT 2023","Tue Feb 21 02:50:25 GMT 2023","2378","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Tue Feb 21 02:46:27 GMT 2023","Tue Feb 21 02:46:27 GMT 2023","80","API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"passed","Tue Feb 21 02:50:30 GMT 2023","Tue Feb 21 02:50:34 GMT 2023","3268","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Tue Feb 21 02:47:09 GMT 2023","Tue Feb 21 02:47:12 GMT 2023","2857","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"unknown","Tue Feb 21 02:49:09 GMT 2023","Tue Feb 21 02:49:09 GMT 2023","3","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Tue Feb 21 02:48:06 GMT 2023","Tue Feb 21 02:48:10 GMT 2023","4146","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"passed","Tue Feb 21 02:47:35 GMT 2023","Tue Feb 21 02:47:38 GMT 2023","3015","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Tue Feb 21 02:46:27 GMT 2023","Tue Feb 21 02:46:27 GMT 2023","46","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"unknown","Tue Feb 21 02:50:28 GMT 2023","Tue Feb 21 02:50:30 GMT 2023","2521","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Tue Feb 21 02:48:22 GMT 2023","Tue Feb 21 02:48:29 GMT 2023","7759","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"failed","Tue Feb 21 02:49:29 GMT 2023","Tue Feb 21 02:50:04 GMT 2023","34650","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"unknown","Tue Feb 21 02:49:24 GMT 2023","Tue Feb 21 02:49:26 GMT 2023","2295","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"unknown","Tue Feb 21 02:49:09 GMT 2023","Tue Feb 21 02:49:09 GMT 2023","4","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Tue Feb 21 02:47:44 GMT 2023","Tue Feb 21 02:47:52 GMT 2023","7707","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Tue Feb 21 02:50:37 GMT 2023","Tue Feb 21 02:50:40 GMT 2023","3530","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Tue Feb 21 02:47:52 GMT 2023","Tue Feb 21 02:47:59 GMT 2023","7075","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Tue Feb 21 02:47:15 GMT 2023","Tue Feb 21 02:47:18 GMT 2023","2944","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Tue Feb 21 02:48:18 GMT 2023","Tue Feb 21 02:48:22 GMT 2023","3437","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"passed","Tue Feb 21 02:47:18 GMT 2023","Tue Feb 21 02:47:21 GMT 2023","2952","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Tue Feb 21 02:46:58 GMT 2023","Tue Feb 21 02:47:02 GMT 2023","4075","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"passed","Tue Feb 21 02:50:17 GMT 2023","Tue Feb 21 02:50:20 GMT 2023","3195","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
