"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 25 02:48:50 GMT 2024","Wed Sep 25 02:48:54 GMT 2024","3900","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Wed Sep 25 02:48:14 GMT 2024","Wed Sep 25 02:48:21 GMT 2024","6862","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"failed","Wed Sep 25 02:49:17 GMT 2024","Wed Sep 25 02:49:51 GMT 2024","34412","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Wed Sep 25 02:48:00 GMT 2024","Wed Sep 25 02:48:08 GMT 2024","7713","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"unknown","Wed Sep 25 02:50:09 GMT 2024","Wed Sep 25 02:50:11 GMT 2024","1896","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Wed Sep 25 02:47:13 GMT 2024","Wed Sep 25 02:47:16 GMT 2024","2866","UI","popup","","","","Check API response by clicking on links",""
"passed","Wed Sep 25 02:47:23 GMT 2024","Wed Sep 25 02:47:26 GMT 2024","3379","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"unknown","Wed Sep 25 02:50:13 GMT 2024","Wed Sep 25 02:50:15 GMT 2024","1895","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"passed","Wed Sep 25 02:50:18 GMT 2024","Wed Sep 25 02:50:21 GMT 2024","3137","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Wed Sep 25 02:48:54 GMT 2024","Wed Sep 25 02:48:59 GMT 2024","5160","UI","popup","","","","Fill a complete form using external json data",""
"passed","Wed Sep 25 02:48:08 GMT 2024","Wed Sep 25 02:48:14 GMT 2024","6644","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Wed Sep 25 02:49:14 GMT 2024","Wed Sep 25 02:49:17 GMT 2024","2931","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Wed Sep 25 02:50:04 GMT 2024","Wed Sep 25 02:50:07 GMT 2024","2889","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Wed Sep 25 02:47:57 GMT 2024","Wed Sep 25 02:48:00 GMT 2024","3052","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"unknown","Wed Sep 25 02:50:11 GMT 2024","Wed Sep 25 02:50:13 GMT 2024","1932","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Wed Sep 25 02:46:50 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","168","APIs","petstore","","","","Create a new pet in petstore API",""
"passed","Wed Sep 25 02:47:16 GMT 2024","Wed Sep 25 02:47:20 GMT 2024","4089","UI","popup","","","","Check broken links returns an error 500",""
"passed","Wed Sep 25 02:50:21 GMT 2024","Wed Sep 25 02:50:25 GMT 2024","3564","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Wed Sep 25 02:47:20 GMT 2024","Wed Sep 25 02:47:23 GMT 2024","3343","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Wed Sep 25 02:50:01 GMT 2024","Wed Sep 25 02:50:04 GMT 2024","3158","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","115","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","167","APIs","petstore","","","","Search a pet in petstore API",""
"passed","Wed Sep 25 02:47:51 GMT 2024","Wed Sep 25 02:47:54 GMT 2024","2757","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Wed Sep 25 02:47:26 GMT 2024","Wed Sep 25 02:47:29 GMT 2024","2662","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"unknown","Wed Sep 25 02:49:12 GMT 2024","Wed Sep 25 02:49:14 GMT 2024","1989","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"passed","Wed Sep 25 02:47:35 GMT 2024","Wed Sep 25 02:47:38 GMT 2024","3296","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"unknown","Wed Sep 25 02:48:59 GMT 2024","Wed Sep 25 02:48:59 GMT 2024","0","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Wed Sep 25 02:48:21 GMT 2024","Wed Sep 25 02:48:25 GMT 2024","4183","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Wed Sep 25 02:48:42 GMT 2024","Wed Sep 25 02:48:50 GMT 2024","7993","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Wed Sep 25 02:47:32 GMT 2024","Wed Sep 25 02:47:35 GMT 2024","2429","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Wed Sep 25 02:48:39 GMT 2024","Wed Sep 25 02:48:42 GMT 2024","3106","UI","popup","","","","Display button click when clicked on",""
"passed","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:54 GMT 2024","2634","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Wed Sep 25 02:50:15 GMT 2024","Wed Sep 25 02:50:18 GMT 2024","3146","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"skipped","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"unknown","Wed Sep 25 02:50:07 GMT 2024","Wed Sep 25 02:50:09 GMT 2024","1924","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Wed Sep 25 02:48:36 GMT 2024","Wed Sep 25 02:48:39 GMT 2024","2765","UI","popup","","","","Display radio button text when selected",""
"passed","Wed Sep 25 02:47:29 GMT 2024","Wed Sep 25 02:47:32 GMT 2024","3064","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"skipped","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"unknown","Wed Sep 25 02:49:04 GMT 2024","Wed Sep 25 02:49:06 GMT 2024","2031","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"unknown","Wed Sep 25 02:48:59 GMT 2024","Wed Sep 25 02:48:59 GMT 2024","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Wed Sep 25 02:46:51 GMT 2024","Wed Sep 25 02:46:51 GMT 2024","146","APIs","petstore","","","","Delete a pet in petstore API",""
