"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4108","Check broken links returns an error 500","UI","Thu Apr 17 03:00:30 GMT 2025","passed","Thu Apr 17 03:00:34 GMT 2025","","popup","",""
"","4469","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Thu Apr 17 03:00:34 GMT 2025","passed","Thu Apr 17 03:00:38 GMT 2025","","Add a new entry to web table","",""
"","130","Delete a pet in petstore API","APIs","Thu Apr 17 03:00:01 GMT 2025","failed","Thu Apr 17 03:00:01 GMT 2025","","petstore","",""
"","8373","Redirection to a new tab when clicking on ""New Tab"" button","BROWSER_WINDOWS_AND_TABS","Thu Apr 17 03:01:33 GMT 2025","passed","Thu Apr 17 03:01:41 GMT 2025","","Redirection to a new tab when clicking on ""New Tab"" button","",""
"","2054","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:40 GMT 2025","unknown","Thu Apr 17 03:04:42 GMT 2025","","Checking a date via date picker using calendar module","",""
"","2","Retrieve version MSSQL","CONTAINER-MSSQL","Thu Apr 17 03:00:01 GMT 2025","skipped","Thu Apr 17 03:00:01 GMT 2025","","Retrieve version MSSQL","",""
"","3300","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","Thu Apr 17 03:04:31 GMT 2025","passed","Thu Apr 17 03:04:35 GMT 2025","","Display information tooltips on hover for designated element","",""
"","3044","Search Kierra entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Thu Apr 17 03:00:47 GMT 2025","passed","Thu Apr 17 03:00:50 GMT 2025","","Search Kierra entry in the web table","",""
"","3509","Click on ""Stop"" to stop the progress bar from filling","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:52 GMT 2025","passed","Thu Apr 17 03:04:55 GMT 2025","","Click on ""Stop"" to stop the progress bar from filling","",""
"","2030","Open only the selected accordian section on click","WIDGET_DISPLAY_AND_MENUS","Thu Apr 17 03:02:57 GMT 2025","unknown","Thu Apr 17 03:02:59 GMT 2025","","Open only the selected accordian section on click","",""
"","3196","Check suggestions when using autocomplete on input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:35 GMT 2025","passed","Thu Apr 17 03:04:38 GMT 2025","","Check suggestions when using autocomplete on input field","",""
"","3000","Upload a file and check file path","ADD_DELETE_UPDATE_WEBTABLE_DATA","Thu Apr 17 03:00:50 GMT 2025","passed","Thu Apr 17 03:00:53 GMT 2025","","Upload a file and check file path","",""
"","3617","Check API response by clicking on links","UI","Thu Apr 17 03:00:26 GMT 2025","passed","Thu Apr 17 03:00:30 GMT 2025","","popup","",""
"","2002","Change input value by clicking on the slider bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:45 GMT 2025","unknown","Thu Apr 17 03:04:47 GMT 2025","","Change input value by clicking on the slider bar","",""
"","4324","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:55 GMT 2025","passed","Thu Apr 17 03:04:59 GMT 2025","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","4419","Display button click when clicked on","UI","Thu Apr 17 03:02:30 GMT 2025","passed","Thu Apr 17 03:02:34 GMT 2025","","popup","",""
"","211","Rename a pet in petstore API","APIs","Thu Apr 17 03:00:01 GMT 2025","passed","Thu Apr 17 03:00:01 GMT 2025","","petstore","",""
"","2062","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","Thu Apr 17 03:03:06 GMT 2025","unknown","Thu Apr 17 03:03:08 GMT 2025","","Navigate using in-page tab contents on click","",""
"","3935","Check different modals dialogs popin are displayed","ALERT_AND_POPUP_DISPLAY","Thu Apr 17 03:01:29 GMT 2025","passed","Thu Apr 17 03:01:33 GMT 2025","","Check different modals dialogs popin are displayed","",""
"","2","Retrieve version Mysql","CONTAINER-MYSQL","Thu Apr 17 03:00:01 GMT 2025","skipped","Thu Apr 17 03:00:01 GMT 2025","","Retrieve version Mysql","",""
"","2392","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Thu Apr 17 03:04:42 GMT 2025","unknown","Thu Apr 17 03:04:45 GMT 2025","","Change input value by moving the slider","",""
"","4397","Edit the first entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Thu Apr 17 03:00:38 GMT 2025","passed","Thu Apr 17 03:00:43 GMT 2025","","Edit the first entry in the web table","",""
"","47","Search a pet in petstore API","APIs","Thu Apr 17 03:00:01 GMT 2025","passed","Thu Apr 17 03:00:01 GMT 2025","","petstore","",""
"","37745","Fill all the select fields displayed","WIDGET_DISPLAY_AND_MENUS","Thu Apr 17 03:03:42 GMT 2025","failed","Thu Apr 17 03:04:20 GMT 2025","","Fill all the select fields displayed","",""
"","4483","Drag and drop a draggable element into another","DRAG_AND_DROP","Thu Apr 17 03:02:42 GMT 2025","passed","Thu Apr 17 03:02:47 GMT 2025","","Drag and drop a draggable element into another","",""
