"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 02:24:48 GMT 2023","Wed Nov 29 02:24:53 GMT 2023","4736","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Wed Nov 29 02:25:34 GMT 2023","Wed Nov 29 02:25:38 GMT 2023","3803","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"skipped","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","2","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:27 GMT 2023","3637","ACCESS_LINKS","Redirection to a new page when clicking on link (tabs and windows)","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"unknown","Wed Nov 29 02:31:27 GMT 2023","Wed Nov 29 02:31:30 GMT 2023","2975","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"unknown","Wed Nov 29 02:31:21 GMT 2023","Wed Nov 29 02:31:24 GMT 2023","3282","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Wed Nov 29 02:26:04 GMT 2023","Wed Nov 29 02:26:11 GMT 2023","7377","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"unknown","Wed Nov 29 02:28:52 GMT 2023","Wed Nov 29 02:29:08 GMT 2023","15742","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"unknown","Wed Nov 29 02:27:34 GMT 2023","Wed Nov 29 02:27:35 GMT 2023","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Wed Nov 29 02:25:38 GMT 2023","Wed Nov 29 02:25:46 GMT 2023","8344","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"passed","Wed Nov 29 02:26:27 GMT 2023","Wed Nov 29 02:26:31 GMT 2023","4401","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display button click when clicked on","","","","Display button click when clicked on",""
"unknown","Wed Nov 29 02:27:34 GMT 2023","Wed Nov 29 02:27:34 GMT 2023","1","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"unknown","Wed Nov 29 02:31:17 GMT 2023","Wed Nov 29 02:31:21 GMT 2023","3364","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
"passed","Wed Nov 29 02:24:35 GMT 2023","Wed Nov 29 02:24:48 GMT 2023","13103","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Wed Nov 29 02:24:25 GMT 2023","Wed Nov 29 02:24:30 GMT 2023","4573","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Wed Nov 29 02:31:13 GMT 2023","Wed Nov 29 02:31:17 GMT 2023","4264","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Wed Nov 29 02:24:53 GMT 2023","Wed Nov 29 02:24:57 GMT 2023","3721","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"passed","Wed Nov 29 02:24:16 GMT 2023","Wed Nov 29 02:24:20 GMT 2023","3945","ACCESS_LINKS","Check API response by clicking on links","","","","Check API response by clicking on links",""
"skipped","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"unknown","Wed Nov 29 02:27:50 GMT 2023","Wed Nov 29 02:28:05 GMT 2023","14724","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"passed","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","271","API_CALLS","Delete a pet in petstore API","","","","Delete a pet in petstore API",""
"passed","Wed Nov 29 02:26:24 GMT 2023","Wed Nov 29 02:26:27 GMT 2023","3153","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display radio button text when selected","","","","Display radio button text when selected",""
"passed","Wed Nov 29 02:26:49 GMT 2023","Wed Nov 29 02:26:55 GMT 2023","5139","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"passed","Wed Nov 29 02:29:08 GMT 2023","Wed Nov 29 02:29:21 GMT 2023","13148","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","57","API_CALLS","Rename a pet in petstore API","","","","Rename a pet in petstore API",""
"passed","Wed Nov 29 02:25:46 GMT 2023","Wed Nov 29 02:26:04 GMT 2023","17024","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Wed Nov 29 02:26:11 GMT 2023","Wed Nov 29 02:26:17 GMT 2023","6207","CLICK_ON_DIFFERENT_BUTTON_TYPES","Display checkbox folders and sub-folders when checked","","","","Display checkbox folders and sub-folders when checked",""
"failed","Wed Nov 29 02:29:21 GMT 2023","Wed Nov 29 02:30:05 GMT 2023","44463","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Wed Nov 29 02:24:57 GMT 2023","Wed Nov 29 02:25:00 GMT 2023","3450","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"passed","Wed Nov 29 02:24:20 GMT 2023","Wed Nov 29 02:24:25 GMT 2023","4904","ACCESS_LINKS","Check broken links returns an error 500","","","","Check broken links returns an error 500",""
"failed","Wed Nov 29 02:26:55 GMT 2023","Wed Nov 29 02:27:34 GMT 2023","39943","FILL_FORMS","Fill a complete form using external json data","","","","Fill a complete form using external json data",""
"passed","Wed Nov 29 02:31:30 GMT 2023","Wed Nov 29 02:31:34 GMT 2023","4203","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Wed Nov 29 02:26:31 GMT 2023","Wed Nov 29 02:26:49 GMT 2023","18157","CLICK_ON_DIFFERENT_BUTTON_TYPES","Check dynamic elements change properties after 5 seconds","","","","Check dynamic elements change properties after 5 seconds",""
"passed","Wed Nov 29 02:31:34 GMT 2023","Wed Nov 29 02:31:38 GMT 2023","3925","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"passed","Wed Nov 29 02:24:30 GMT 2023","Wed Nov 29 02:24:35 GMT 2023","5296","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Wed Nov 29 02:23:23 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","52","API_CALLS","Search a pet in petstore API","","","","Search a pet in petstore API",""
"passed","Wed Nov 29 02:31:09 GMT 2023","Wed Nov 29 02:31:13 GMT 2023","4293","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"unknown","Wed Nov 29 02:31:24 GMT 2023","Wed Nov 29 02:31:27 GMT 2023","3117","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"passed","Wed Nov 29 02:23:22 GMT 2023","Wed Nov 29 02:23:23 GMT 2023","83","API_CALLS","Create a new pet in petstore API","","","","Create a new pet in petstore API",""
"passed","Wed Nov 29 02:25:17 GMT 2023","Wed Nov 29 02:25:21 GMT 2023","3969","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Wed Nov 29 02:31:38 GMT 2023","Wed Nov 29 02:31:42 GMT 2023","4229","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
