"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 02:42:47 GMT 2024","Mon Sep 09 02:42:51 GMT 2024","3051","ADD_DELETE_UPDATE_WEBTABLE_DATA","Search Kierra entry in the web table","","","","Search Kierra entry in the web table",""
"passed","Mon Sep 09 02:44:11 GMT 2024","Mon Sep 09 02:44:15 GMT 2024","4035","DRAG_AND_DROP","Drag and drop a draggable element into another","","","","Drag and drop a draggable element into another",""
"unknown","Mon Sep 09 02:45:29 GMT 2024","Mon Sep 09 02:45:31 GMT 2024","2014","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using calendar module","","","","Checking a date via date picker using calendar module",""
"passed","Mon Sep 09 02:43:33 GMT 2024","Mon Sep 09 02:43:40 GMT 2024","6786","BROWSER_WINDOWS_AND_TABS","Opening a new window with text when clicking on ""New Window Message"" button","","","","Opening a new window with text when clicking on ""New Window Message"" button",""
"passed","Mon Sep 09 02:42:23 GMT 2024","Mon Sep 09 02:42:27 GMT 2024","4385","UI","popup","","","","Check broken links returns an error 500",""
"passed","Mon Sep 09 02:42:44 GMT 2024","Mon Sep 09 02:42:47 GMT 2024","2999","ADD_DELETE_UPDATE_WEBTABLE_DATA","Delete the third entry in the web table","","","","Delete the third entry in the web table",""
"passed","Mon Sep 09 02:44:34 GMT 2024","Mon Sep 09 02:44:37 GMT 2024","3012","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page menu and sub-menu contents on hover","","","","Navigate using in-page menu and sub-menu contents on hover",""
"passed","Mon Sep 09 02:43:56 GMT 2024","Mon Sep 09 02:43:59 GMT 2024","2926","UI","popup","","","","Display radio button text when selected",""
"passed","Mon Sep 09 02:42:19 GMT 2024","Mon Sep 09 02:42:23 GMT 2024","3917","UI","popup","","","","Check API response by clicking on links",""
"passed","Mon Sep 09 02:45:42 GMT 2024","Mon Sep 09 02:45:45 GMT 2024","3566","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","The button ""Reset"" is visible after the progress bar is at 100%","","","","The button ""Reset"" is visible after the progress bar is at 100%",""
"passed","Mon Sep 09 02:43:18 GMT 2024","Mon Sep 09 02:43:26 GMT 2024","7674","BROWSER_WINDOWS_AND_TABS","Redirection to a new tab when clicking on ""New Tab"" button","","","","Redirection to a new tab when clicking on ""New Tab"" button",""
"unknown","Mon Sep 09 02:44:23 GMT 2024","Mon Sep 09 02:44:26 GMT 2024","2014","WIDGET_DISPLAY_AND_MENUS","Open only the selected accordian section on click","","","","Open only the selected accordian section on click",""
"unknown","Mon Sep 09 02:44:19 GMT 2024","Mon Sep 09 02:44:19 GMT 2024","2","FRAMES","Check multiple frames are displayed properly","","","","Check multiple frames are displayed properly",""
"passed","Mon Sep 09 02:42:31 GMT 2024","Mon Sep 09 02:42:44 GMT 2024","13057","ADD_DELETE_UPDATE_WEBTABLE_DATA","Edit the first entry in the web table","","","","Edit the first entry in the web table",""
"passed","Mon Sep 09 02:45:21 GMT 2024","Mon Sep 09 02:45:24 GMT 2024","3164","WIDGET_DISPLAY_AND_MENUS","Display information tooltips on hover for designated element","","","","Display information tooltips on hover for designated element",""
"passed","Mon Sep 09 02:41:58 GMT 2024","Mon Sep 09 02:41:58 GMT 2024","116","APIs","petstore","","","","Create a new pet in petstore API",""
"passed","Mon Sep 09 02:43:15 GMT 2024","Mon Sep 09 02:43:18 GMT 2024","3343","ALERT_AND_POPUP_DISPLAY","Check different modals dialogs popin are displayed","","","","Check different modals dialogs popin are displayed",""
"passed","Mon Sep 09 02:43:09 GMT 2024","Mon Sep 09 02:43:12 GMT 2024","2548","ALERT_AND_POPUP_DISPLAY","Check different alerts popins are displayed","","","","Check different alerts popins are displayed",""
"passed","Mon Sep 09 02:45:38 GMT 2024","Mon Sep 09 02:45:42 GMT 2024","3315","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Stop"" to stop the progress bar from filling","","","","Click on ""Stop"" to stop the progress bar from filling",""
"skipped","Mon Sep 09 02:41:59 GMT 2024","Mon Sep 09 02:41:59 GMT 2024","1","CONTAINER-MYSQL","Retrieve version Mysql","","","","Retrieve version Mysql",""
"passed","Mon Sep 09 02:43:40 GMT 2024","Mon Sep 09 02:43:44 GMT 2024","4251","UI","popup","","","","Display checkbox folders and sub-folders when checked",""
"passed","Mon Sep 09 02:45:35 GMT 2024","Mon Sep 09 02:45:38 GMT 2024","3165","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Click on ""Start"" to fill up the progress bar","","","","Click on ""Start"" to fill up the progress bar",""
"passed","Mon Sep 09 02:41:59 GMT 2024","Mon Sep 09 02:41:59 GMT 2024","239","APIs","petstore","","","","Delete a pet in petstore API",""
"passed","Mon Sep 09 02:44:03 GMT 2024","Mon Sep 09 02:44:11 GMT 2024","7785","UI","popup","","","","Check dynamic elements change properties after 5 seconds",""
"skipped","Mon Sep 09 02:41:59 GMT 2024","Mon Sep 09 02:41:59 GMT 2024","1","CONTAINER-MSSQL","Retrieve version MSSQL","","","","Retrieve version MSSQL",""
"passed","Mon Sep 09 02:45:24 GMT 2024","Mon Sep 09 02:45:27 GMT 2024","3109","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Check suggestions when using autocomplete on input field","","","","Check suggestions when using autocomplete on input field",""
"passed","Mon Sep 09 02:41:58 GMT 2024","Mon Sep 09 02:41:58 GMT 2024","17","APIs","petstore","","","","Search a pet in petstore API",""
"unknown","Mon Sep 09 02:45:31 GMT 2024","Mon Sep 09 02:45:33 GMT 2024","2020","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by moving the slider","","","","Change input value by moving the slider",""
"unknown","Mon Sep 09 02:45:33 GMT 2024","Mon Sep 09 02:45:35 GMT 2024","2322","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Change input value by clicking on the slider bar","","","","Change input value by clicking on the slider bar",""
"unknown","Mon Sep 09 02:44:19 GMT 2024","Mon Sep 09 02:44:19 GMT 2024","1","FRAMES","Check frames nested are displayed properly","","","","Check frames nested are displayed properly",""
"passed","Mon Sep 09 02:42:27 GMT 2024","Mon Sep 09 02:42:31 GMT 2024","4022","ADD_DELETE_UPDATE_WEBTABLE_DATA","Add a new entry to web table","","","","Add a new entry to web table",""
"passed","Mon Sep 09 02:41:59 GMT 2024","Mon Sep 09 02:42:01 GMT 2024","2681","UI","popup","","","","Redirection to a new page when clicking on link (tabs and windows)",""
"passed","Mon Sep 09 02:43:59 GMT 2024","Mon Sep 09 02:44:03 GMT 2024","3568","UI","popup","","","","Display button click when clicked on",""
"passed","Mon Sep 09 02:44:15 GMT 2024","Mon Sep 09 02:44:19 GMT 2024","4879","UI","popup","","","","Fill a complete form using external json data",""
"passed","Mon Sep 09 02:41:58 GMT 2024","Mon Sep 09 02:41:59 GMT 2024","117","APIs","petstore","","","","Rename a pet in petstore API",""
"passed","Mon Sep 09 02:42:51 GMT 2024","Mon Sep 09 02:42:53 GMT 2024","2701","ADD_DELETE_UPDATE_WEBTABLE_DATA","Upload a file and check file path","","","","Upload a file and check file path",""
"unknown","Mon Sep 09 02:44:32 GMT 2024","Mon Sep 09 02:44:34 GMT 2024","2035","WIDGET_DISPLAY_AND_MENUS","Navigate using in-page tab contents on click","","","","Navigate using in-page tab contents on click",""
"failed","Mon Sep 09 02:44:37 GMT 2024","Mon Sep 09 02:45:11 GMT 2024","34337","WIDGET_DISPLAY_AND_MENUS","Fill all the select fields displayed","","","","Fill all the select fields displayed",""
"passed","Mon Sep 09 02:43:26 GMT 2024","Mon Sep 09 02:43:33 GMT 2024","6802","BROWSER_WINDOWS_AND_TABS","Redirection to a new window when clicking on ""New Window"" button","","","","Redirection to a new window when clicking on ""New Window"" button",""
"passed","Mon Sep 09 02:42:53 GMT 2024","Mon Sep 09 02:42:56 GMT 2024","3072","ADD_DELETE_UPDATE_WEBTABLE_DATA","Download a file online","","","","Download a file online",""
"unknown","Mon Sep 09 02:45:27 GMT 2024","Mon Sep 09 02:45:29 GMT 2024","1963","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Checking a date via date picker using input field","","","","Checking a date via date picker using input field",""
